username,date,title,text,rating,review_id,complaint_cluster
,1 October 2025,,"Let me start by saying that I really like the quality of the wood, the finish and construction of the bench.  With that being said, there was one major issue.  It was broken upon arrival.When I received the bench, it was packaged nicely and there was not any damage to the manufacturer’s box or the shipping box.  Everything was as it should be.  When I opened the manufacturer’s box and unpacked all of the parts I immediately noticed the lower shelf was coming apart.  I inspected the construction and noticed the two main side slats on one side of the shelf were not glued in place.  Upon further inspection it appears the glue was applied after the wood finish was placed on the slats thus making the ability for the wood to bond together difficult.  (see attached photos).While inconvenient, this was not a deal breaker for me because I am a woodworker.  I simply sanded the involved areas and used a waterproof wood glue to bond the pieces together.  After some time clamped together everything was as intended.Upon fixing the manufacturing defect I assembled everything and then did an overall examination.  The wood is nice quality, and the finish looks good as well.  The overall construction seems decent for a self-assembled piece of furniture.  As far as overall appearance, it looks nice.My only concern is longevity.  Was the rest of the bench assembled correctly, and will it hold up over time and use?  I'm not sure.  For me, or someone with a little bit of woodworking skills, this will be easy to fix if issues arise.  For most it may be a problem.I will update my review after some time to report back on any issues if there are any.For now, while I like the way it looks, the materials used and the design, I am a little skeptical of the overall build quality.
Read more",,R2XZ85O2RYXF3D,Defective
,11 November 2025,,"Sturdy little wooden stool, well made & easy to assemble.This lovely teak bench took less than 10 minutes to assemble. All parts and tools were included and packed securely for safe delivery.This bench is a little smaller than another teak bench that I have, but this set is really well made and solid. Reasonably priced for the quality, though on the higher end.Lightweight enough to easily carry it wherever needed. Nice foot pads to keep the bench in position.
Read more",,R2A0SN05XD3XI8,
,3 October 2025,,"I was excited to receive this beautiful teak shower bench.  It came well packaged encased in foam for protection.  All the parts were enclosed and in good shape.  When I started putting it together the legs connected to the bench easily, AND THEN the issue.  As you can see from the one picture, the one leg was missing a hole through which a bolt is supposed to connect the leg to the bench.  Without that hole, the leg would only have one point of connection and thus weaken the entire structure.  I almost just set it aside and gave up but then the review which I promised to do would not have been as valid as it could have been, so I drilled a hole where the original hole was supposed to be so I could continue.  The hole drilled extremely hard and smoked so I am not sure how the legs were made but it should not have been as hard as it was.  Anyway, it went together and fits nicely into our shower and works just fine.  The screws are exposed to water and hopefully will withstand the moisture and not rust.  Only time will tell.  They are supposed to be stainless so should be ok, but I must admit I have some reservation about quality control given the absent leg hole that I had to drill.
Read more",,R3IS1YYY7W94R0,Quality
,15 May 2025,,"The build quality on this stool is excellent. It was easy to assemble, looks great, functions well, is the perfect size and all the parts were in perfect alignment. It's holding up well to life in the shower.
Read more",,R3COZQFWH68U2V,
,13 May 2025,,"The product is sturdy and smooth.  The finish is attractive with the exception of two small defects on the seat surface.  It is made from solid wood.  One leg was missing the threaded insert used to install the foot pad but I was able to insert a 6mm nut quite nicely.
Read more",,R2TVXR111G0RSD,
,28 April 2025,,"This stool is really nice.  It is sturdy -- heavy enough, but still able to move it around without a problem.  The seat and base arrive assembled.  You just need to attach the legs.  The finish is really smooth, and there are no rough edges at all.  Never knew we needed this stool and it would get as much use as it has.  It's a perfect addition to our shower area.
Read more",,R1YIW3RGPZXI0T,
,14 June 2024,,"I’ve been ordering this many times.It’s hard enough to clean all the corner
Read more",,R463W06UYE4JN,
,17 June 2023,,"Grout, such a pain to clean. This little brush has a handle curved in such a way to let you dig the brush bristles into the grout grooves and clean them.  My entire bathroom is in those white small tiles (six inch) and what a p.i.t.a. it is. This does help a lot.
Read more",,R8PFPLA3WD1JZ,
,26 July 2023,,"This is a nice two-set of dual sided grout brushes overall. One side has looser bristles and the ergonomic handle does help while cleaning a larger tiled shower. However, I couldn't help but get solution/water everywhere while using this brush. I'd be careful with this one if you're using bleach! Other cleaners have worked well with these brushes though, if you're careful when scrubbing away! Good value.
Read more",,R2DJBTUHMA0KOX,
,14 June 2020,,"This foot scrubber has lots of sukers on the back and I've found they stick really well to my bath for cleaning my feet, bathroom wall tiles to scrub my back and also on a glass door as a back scratcher!Soft but firm, it has a gentle scrub and I love the feeling of being able to clean between my toes without having to bend down
Read more",,R2RIQBB99W151D,
,26 October 2020,,Rien à dire,,R1OQO7OGNCKXIZ,
,25 November 2025,,"Quality addition to shower and nice it was already assembled
Read more",,R42MOOTRVSJNM,
,15 February 2024,,"This bench is exactly what I wanted. Attractive, study, and already assembled. Excellent piece.
Read more",,R27PL8QA0DSASF,
,30 April 2025,,"I've had mine for about 6 months so far, quality has been great! The bench is durable and sturdy, not wobbly at all. We keep ours in the shower and it's exactly what we were looking for, aesthetically pleasing as well.
Read more",,R2W11O5DJ30RYR,
,30 January 2021,,"This is the most comfortable bench I have ever owned.  It's sturdy, well balanced and well built.  The craftmanship is identifiable at a glance.  There is not a rough edge or imperfection to mar the beauty of this bench.  I didn't think it would resemble the pictures but it is everything the description provides.Customer service is also outstanding.  There was a lot of trouble in the Amazon delivery system.  This company was supportive and understanding until the purchase was complete.The price is very competitive but in consideration for the quality and the support from Customer service this product would be a steal at twice the price.
Read more",,R3QDRDBWWGJ9MD,
,24 August 2021,,"I measured my new shower and then looked through the reviews and this bench was both the size and quality I was looking for.  It’s well made and came assembled.
Read more",,R4MV2GK8P6BLO,
,29 October 2024,,"Highly recommend! Ordered this for my bathroom to help organize my shower area. Once I received the product I was able to put it together with the assistance from the instructions and it was well worth it. The bench included 4 body scrubbers and a soap bar holder that is great to use if you do not have a place for your soap. I will definitely share this product with my friends and family!!!!
Read more",,RUHM6C5CQ8NCK,
,28 October 2024,,"Had a very easy time setting this up. Looks great! Not too big that it takes up too much room and not too small where nothing fits on it. Great use not only for the shower but just in general use for the bathroom. Color and quality is amazing.
Read more",,R1PHJEHB71USKB,
,26 January 2025,,"The stool is beautiful but the assembly was difficult. Many of the screw holes did not match easily and took a while to insert the screws.The screw openings did not come with snap hole covers.This was not an easy assembly and I would not purchase or recommend this item.
Read more",,RQ6LOO7ZQ0FRM,
,4 November 2024,,"I am actually using this table for an ""off-label"" purpose, it's on the deck rather than in the bathroom. But hey, if it can live in a shower it can live in rain, right? And on that front, it is doing fine, no issues getting wet causing any apparent damage. But some issues arose before that. First, during assembly on a faux hardwood floor, the varnish was easily scuffed. Now, it comes with a few little shower poofs and a bamboo soap dish, little extras but nothing huge. As for the assembly itself, six pieces to assemble, the four legs and two level surfaces. All held together by twelve screws. See where this is going? One of the holes was drilled at such a wonky angle I could not get the screw to thread in the leg. Now the top level, where the misaligned hole is, has two screws per leg, and I could either redrill the hole or just use one screw for that leg. Given having two holes sharing a terminus at one end and thirty degrees apart might end up with the screw offering minimal support, and that I intend to use it exclusively as a table and not a stool, I went with just one screw. Is it still stable? Yes. Will it's max weight be lower? Presumably but I don't intend to find out. So, simple furniture with water resistance/tolerance, good, quality control however, lackluster.
Read more",,R3R5SXMLFNGEPC,
,12 August 2025,,"It wasn't difficult to put together except for the fact that one of the screws didn't want to go in all of the way so there's a small gap in one corner. You have to do A LOT of screwing in with the Alan wrench so that's tiring. The table/bench itself is really nicely made and very sturdy once built. It also comes with a little soap tray and 3 loofahs. I actually ended up using it outside as a plant stand near our pool because it was too large for our shower. It's lightweight but holds up really well through the continuous water being on it.
Read more",,R2WR4B75CO644P,
Midhun P.,"يناير 14, 2025",Good,Good,5.0,,
Anonymous,"فبراير 4, 2023",Ver small,Ver small than expected,1.0,,
Faisal J.,"أبريل 26, 2024",Product is bigger than the mentined dimensions,Dimensions mentioned in the photo do not match with the product. It is quite bigger than the pic shown.,1.0,,
Mohammed E.,"ديسمبر 6, 2024",Good Good,Good Good,3.0,,
Anonymous,"ديسمبر 9, 2022",It works,"Serves its purpose, pretty much works well",4.0,,
Anonymous,"فبراير 7, 2023",Strainer,Too big. The hight is more than I thought. It didn't fit,1.0,,
Aqsa K.,"أغسطس 29, 2023",Perfect like it 🥰😍,Perfect like it 🥰😍,5.0,,
Nevine H.,"أغسطس 22, 2023",Poor quality,Poor quality,1.0,,Quality
,26 September 2025,very useful,"hard to instal but highy recommended despite that it's made of plastic not metal. in general i find it very useful.
Read more",5.0,R2Z436ZBTJ9CFH,
,26 September 2025,very useful,"hard to instal but highy recommended despite that it's made of plastic not metal. in general i find it very useful.
Read more",5.0,R2Z436ZBTJ9CFH,
,24 July 2024,,Fácil de instalar y con todos los complementos necesarios para instalarlo. Muy bien acabado,,R1Q2MEBU99J0XG,
,28 May 2025,Super!,Sehr Gut!,5.0,R3F86LAB6RW8ZU,
,16 May 2025,"Same product, beautiful, I was happy with it.","Same product, beautiful, I was happy with it.
Read more",5.0,R33I2UERGE1AR,
,28 December 2024,Excellent priced product ! ⭐️,"Buy it !
Read more",5.0,R38SWRU97LAKGZ,
,30 April 2025,Itmes missing,"Some items missing  - returned
Read more",2.0,R2TMCMERHR9EKW,
,4 March 2025,don't buy,"Poor quality
Read more",1.0,R2GC1HVNG2XI7U,Quality
,19 March 2025,لا يستحق,"…
Read more",1.0,R26EUSYDBKWK6Y,
,24 May 2024,Love it,"Not fitted yet but it looks really lovely, going to go well with my glass sink.It's now been fitted, it looks gorgeous and works brilliantly
Read more",5.0,RT3ADUHKVX8YK,
,4 July 2020,,"Quick and easy and product is as described
Read more",,R275FNKITS99UJ,
,1 March 2024,,"This is a must to buy absolutely amazing value for moneyQuality of this tap is extremely high looks fantastic when installed gives the bathroom something to smile 😀 about
Read more",,R280HIRRXKE9E,
,17 January 2025,,"Gorgeous sturdy stylish
Read more",,R1T4U86ZFJINJZ,
,9 September 2024,Good,"Satisfied with the product, excellent, thank you, honest seller
Read more",5.0,R1B57E5ZMIMQV8,
